run_index,timestamp_utc,ground_truth_latitude,ground_truth_longitude,estimated_latitude,estimated_longitude,identified_objects_used,latitude_error_degrees,longitude_error_degrees,latitude_error_meters,longitude_error_meters,error_distance_meters,cumulative_mean_error_meters
2665,2026-09-21T06:47:15.591442Z,62.727378656519285,164.1454514317648,62.82495072089401,-179.9999947979204,30,0.09757206437472377,15.854553770314794,10849.51854070557,806491.158919812,804526.8205384893,2534757.784882494
2666,2026-09-21T06:47:28.071280Z,-14.136867153094448,47.134173244257056,-72.9145060558688,-179.99999999999997,21,-58.77763890277435,132.865826755743,-6535775.246134355,10712124.869125227,9754887.313603904,2537466.010512172
2667,2026-09-21T06:47:48.263484Z,-52.83941368243379,123.58629927394242,-70.4065000526161,-179.9915667212418,42,-17.567086370182302,56.4221340048158,-1953370.8802910487,2981785.8785838964,3376320.344881661,2537780.541571178
2668,2026-09-21T06:48:06.550913Z,28.92494458925156,-36.00509372460047,28.687021291206904,-35.881177009533815,35,-0.23792329804465595,0.12391671506665602,-26455.863673107007,12073.857690078014,29080.755655798905,2536840.2492975965
2669,2026-09-21T06:48:11.466266Z,-29.79312766295244,-122.36839343319556,28.687021291206904,-35.881177009533815,0,58.48014895415935,86.48721642366172,6502695.873120616,9616491.67143509,11237534.455457103,2540100.157205487
2670,2026-09-21T06:48:25.894465Z,-68.34720354181361,116.17039681561079,-68.35201812286495,116.45481450748261,25,-0.004814581051334699,0.2844176918718233,-535.3569868274443,11668.090953982184,11680.355752090807,2539153.1834970773
2671,2026-09-21T06:48:32.561426Z,-17.944474528370456,-121.67264294371293,81.70847113694876,59.445187097434975,1,99.65294566531921,-178.8821699588521,11080901.983169366,-16890018.979541548,12924668.42271565,2543041.433305845
2672,2026-09-21T06:48:46.540285Z,-58.13266562792883,-122.36799161689737,-89.99999999905327,85.48907070632639,27,-31.867334371124443,-152.14293767677623,-3543485.9077548077,-4644270.996088209,3543485.907953151,2543415.851148153
2673,2026-09-21T06:48:57.517668Z,-50.32651526791206,-10.870594401395067,-89.99999999984897,108.44789599896778,34,-39.67348473193691,119.31849040036286,-4411490.224501746,4502247.153030083,4411490.224526764,2544114.7192264837
2674,2026-09-21T06:49:03.133193Z,41.80900141047258,74.35701267941673,-89.99999999989939,150.48703471743073,8,-131.80900141037196,76.13002203801398,-14656492.24291885,7727661.299990996,14656492.242927356,2548644.404164293
2675,2026-09-21T06:49:18.616654Z,-1.0438425278248404,-170.08927176731657,5.124279020484786,179.99999999979275,28,6.168121548309626,-9.910728232890733,685863.823099011,-1101324.108400552,1296974.7252512623,2548176.490265634
2676,2026-09-21T06:49:26.082456Z,24.354929148696364,-18.922338881221265,-89.99999999999869,179.99999999999997,26,-114.35492914869505,-161.0776611187788,-12715687.958132857,-15051586.81972842,12715687.958133142,2551976.008751384
2677,2026-09-21T06:49:33.500302Z,36.75097573512676,8.05855490511425,-89.99999999910379,162.49118921829108,10,-126.75097573423055,154.43263431317683,-14094065.44889401,15351237.838754145,14094065.449083561,2556287.5849338016
2678,2026-09-21T06:49:52.689990Z,-42.26126803032909,14.94644889940497,-42.294285970081866,15.192755045133561,38,-0.03301793975277434,0.246306145728596,-3671.4273887642025,20264.159622558964,20594.05784541626,2555340.7240200266
2679,2026-09-21T06:50:03.411743Z,-25.783140725366863,-46.46140150341597,-25.91935614663344,-46.46191197518203,15,-0.13621542126657715,-0.0005104717660628921,-15146.463775594711,-51.08166007911865,15146.549912085937,2554392.5365716848
2680,2026-09-21T06:50:17.139874Z,13.616960126548854,-96.6662232048575,13.728123172369138,-96.58803222003525,22,0.11116304582028391,0.07819098482224263,12360.76672557219,8448.062195327882,14971.916441091542,2553444.9915641737
2681,2026-09-21T06:50:33.373819Z,-21.96710536043201,154.23349223808708,-31.485999669968507,-179.99999999513528,30,-9.518894309536496,25.766507766777636,-1058452.754486218,2559005.910751524,2760348.008905484,2553522.165386382
2682,2026-09-21T06:50:44.848338Z,-18.06068310523775,-39.69411308734789,-17.84154851955856,-38.64904233277169,16,0.2191345856791891,1.0450707545761873,24366.654179883204,110549.60938668682,113202.90719150558,2552612.277519792
2683,2026-09-21T06:51:02.333151Z,30.89389650444691,-167.3648697795892,30.86022693307527,-167.39860203296078,33,-0.033669571371639506,-0.03373225337156782,-3743.8855188231896,-3219.248319827706,4937.634841278104,2551662.715595573
2684,2026-09-21T06:51:20.574920Z,14.954413329704321,-115.96169079957875,15.063018847199643,-115.97830816194423,36,0.10860551749532199,-0.01661736236547995,12076.38255108667,-1784.7325041226936,12207.550305879024,2550716.5698558977
2685,2026-09-21T06:51:34.807449Z,-2.5065802189002815,51.43507386412796,-2.6149292132980504,51.28351665641617,27,-0.1083489943977689,-0.1515572077117895,-12047.85848407162,-16835.56391692089,20702.343373416432,2549774.2926765746
2686,2026-09-21T06:51:55.246075Z,-36.40028753623749,-159.08442051527805,-29.51903441187434,179.9999999948743,41,6.881253124363152,-20.915579489847687,765160.4363862013,-1951392.760569552,2090552.5166745544,2549603.324033238
